,timestamp,Facebook,Paco,Polar Beat,카카오톡,캐시워크
0,2019-05-03 00:35:22.158,,,,0.0,0.0
1,2019-05-03 00:40:22.158,,,,0.94495,0.29388333333333333
2,2019-05-03 01:05:22.158,,,,0.94495,
3,2019-05-03 01:10:22.158,,,,11.64245,
4,2019-05-03 01:35:22.158,0.0,,0.0,11.64245,0.29388333333333333
5,2019-05-03 01:40:22.158,1.1302,,2.4698166666666665,11.681066666666666,0.38845
6,2019-05-03 01:50:22.158,1.1302,,,11.681066666666666,0.38845
7,2019-05-03 01:55:22.158,5.6399,,,13.41185,0.65835
8,2019-05-03 02:05:22.158,5.6399,0.0,,13.41185,0.65835
9,2019-05-03 02:10:22.158,9.50205,0.7244,,18.723633333333332,1.003
10,2019-05-03 02:20:22.158,9.50205,0.7244,,18.723633333333332,1.003
11,2019-05-03 02:25:22.158,10.7195,1.0684666666666667,,30.060183333333335,1.08065
12,2019-05-03 02:35:22.158,,,,30.060183333333335,1.08065
13,2019-05-03 02:40:22.158,,,,36.673433333333335,1.60995
14,2019-05-03 02:50:22.158,,,,36.673433333333335,1.60995
15,2019-05-03 02:55:22.158,,,,38.028,1.7093
16,2019-05-03 03:05:22.158,,1.0684666666666667,,38.028,1.7093
17,2019-05-03 03:10:22.158,,1.4658,,39.24855,2.0468333333333333
18,2019-05-03 03:35:22.158,,,,39.24855,2.0468333333333333
19,2019-05-03 03:40:22.158,,,,39.407716666666666,2.091483333333333
20,2019-05-03 04:20:22.158,10.7195,,,39.407716666666666,2.091483333333333
21,2019-05-03 04:25:22.158,10.90885,,,39.86925,2.133583333333333
22,2019-05-03 04:35:22.158,10.90885,1.4658,,39.86925,2.133583333333333
23,2019-05-03 04:40:22.158,13.28075,1.7317166666666666,,39.995266666666666,2.49485
24,2019-05-03 04:50:22.158,13.28075,,2.4698166666666665,,2.49485
25,2019-05-03 04:55:22.158,13.41875,,3.974083333333333,,2.6823333333333332
26,2019-05-03 05:05:22.158,,,,,2.6823333333333332
27,2019-05-03 05:10:22.158,,,,,3.019816666666667
28,2019-05-03 05:20:22.158,,1.7317166666666666,3.974083333333333,39.995266666666666,3.019816666666667
29,2019-05-03 05:25:22.158,,2.14705,4.269116666666666,44.2446,3.2574
30,2019-05-03 05:35:22.158,,,,44.2446,3.2574
31,2019-05-03 05:40:22.158,,,,50.333416666666665,3.930816666666667
32,2019-05-03 05:50:22.158,,,,50.333416666666665,3.930816666666667
33,2019-05-03 05:55:22.158,,,,57.17825,4.004866666666667
34,2019-05-03 06:05:22.158,13.41875,2.14705,4.269116666666666,57.17825,4.004866666666667
35,2019-05-03 06:10:22.158,,2.518266666666667,,58.68346666666667,4.03045
36,2019-05-03 06:20:22.158,,,,,4.03045
37,2019-05-03 06:25:22.158,,,,,4.1988666666666665
38,2019-05-03 06:50:22.158,,2.518266666666667,,,4.1988666666666665
39,2019-05-03 06:55:22.158,,3.1728,,,4.394833333333334
40,2019-05-03 07:05:22.158,,3.1728,,,4.394833333333334
41,2019-05-03 07:10:22.158,,3.1895166666666666,,,4.745666666666667
42,2019-05-03 07:20:22.158,,,,58.68346666666667,4.745666666666667
43,2019-05-03 07:25:22.158,,,,58.863616666666665,5.139366666666667
44,2019-05-03 07:35:22.158,,3.1895166666666666,,,5.139366666666667
45,2019-05-03 07:40:22.158,,3.3969833333333335,,,5.165666666666667
46,2019-05-03 07:50:22.158,,3.3969833333333335,,58.863616666666665,5.165666666666667
47,2019-05-03 07:55:22.158,,3.405466666666667,,58.93143333333333,5.388833333333333
48,2019-05-03 08:20:22.158,,,,,5.388833333333333
49,2019-05-03 08:25:22.158,,,,,5.413983333333333
50,2019-05-03 08:50:22.158,,3.405466666666667,,58.93143333333333,5.413983333333333
51,2019-05-03 08:55:22.158,,3.71945,,59.204116666666664,5.639883333333334
52,2019-05-03 09:05:22.158,,,,,5.639883333333334
53,2019-05-03 09:10:22.158,,,,,5.808566666666667
54,2019-05-03 09:35:22.158,,3.71945,,,5.808566666666667
55,2019-05-03 09:40:22.158,,3.9841333333333333,,,6.025383333333333
56,2019-05-03 10:35:22.158,,,,59.204116666666664,6.025383333333333
57,2019-05-03 10:40:22.158,,,,60.5947,6.1918
58,2019-05-03 11:20:22.158,,3.9841333333333333,,,6.1918
59,2019-05-03 11:25:22.158,,4.28205,,,6.2183
60,2019-05-03 11:50:22.158,,,,60.5947,6.2183
61,2019-05-03 11:55:22.158,,,,61.99745,6.283433333333333
62,2019-05-03 12:05:22.158,,4.28205,,,6.283433333333333
63,2019-05-03 12:10:22.158,,4.54065,,,6.33775
64,2019-05-03 12:50:22.158,,4.54065,,61.99745,6.33775
65,2019-05-03 12:55:22.158,,4.7568166666666665,4.442216666666667,62.11221666666667,6.70395
66,2019-05-03 13:25:22.158,,,,62.11221666666667,6.70395
67,2019-05-03 13:30:22.158,15.67275,,,63.99706666666667,7.278733333333333
68,2019-05-03 14:05:22.158,15.67275,,,63.99706666666667,
69,2019-05-03 14:10:22.158,23.723266666666667,,,67.95661666666666,
70,2019-05-03 14:20:22.158,23.723266666666667,,,67.95661666666666,7.278733333333333
71,2019-05-03 14:25:22.158,29.10165,,,69.8463,7.3674333333333335
72,2019-05-03 14:50:22.158,,,,69.8463,7.3674333333333335
73,2019-05-03 14:55:22.158,,,,70.31868333333334,7.62845
74,2019-05-03 19:20:22.158,29.10165,,,70.31868333333334,7.62845
75,2019-05-03 19:25:22.158,30.289183333333334,,,70.65648333333333,7.98415
